,ngram,weight
43846,vegas  clean,-0.0018090351913770863
232220,looking great dinner,-0.0018090351913770863
202730,eating  ordered,-0.0018090351913770863
43820,us room keys,-0.0018090351913770863
43794,never heard back,-0.0018090351913770863
110861,surprisingly pretty good,-0.0018090351913770863
259802,even called us,-0.0018090351913770863
186433, kept yelling,-0.0018090351913770863
77631,worst buffets ve,-0.0018090351913770863
153356,chinese japanese dishes,-0.0018090351913770863
218409,fried chicken french,-0.0018090351913770863
179670,meat  waffles,-0.0018090351913770863
129627, noteworthy ,-0.0018090351913770863
126380,decided try mon,-0.0018090351913770863
62026,worth standing line,-0.0018090351913770863
110781,budget  place,-0.0018090351913770863
186405,pre birthday celebration,-0.0018090351913770863
130645, came crispy,-0.0018090351913770863
142913,got try famous,-0.0018090351913770863
251040,salads either us,-0.0018090351913770863
163385,waiting  finally,-0.0018090351913770863
82542,  priceless,-0.0018090351913770863
44071,cracked crab legs,-0.0018090351913770863
247691,portion  love,-0.0018090351913770863
207069,endlessly  ,-0.0018090351913770863
163292,buffet exceeded expectations,-0.0018090351913770863
126200, couldn wrong,-0.0018090351913770863
127542,morning  asked,-0.0018090351913770863
237599,pretty decent view,-0.0018090351913770863
130833,favorite parts meal,-0.0018090351913770863
144871,spot patio ,-0.0018090351913770863
218128,manager greeted us,-0.0018090351913770863
251021,room wasn big,-0.0018090351913770863
78698,peanut butter cookie,-0.0018090351913770863
247733,great cold ,-0.0018090351913770863
186613,went lunch one,-0.0018090351913770863
144856,club sandwiches ,-0.0018090351913770863
179582, expect mind,-0.0018090351913770863
218144,reservation inside ,-0.0018090351913770863
181271,though didn try,-0.0018090351913770863
179610,ribs lamb chops,-0.0018090351913770863
43979,longer available ,-0.0018090351913770863
130779, totally blown,-0.0018090351913770863
126304,room internet ,-0.0018090351913770863
110900,serendipity vegas ,-0.0018090351913770863
61908,ve vegas several,-0.0018090351913770863
130635,back  waited,-0.0018090351913770863
202257,seafood options lunch,-0.0018090351913770863
187118,food  trust,-0.0018090351913770863
247375,come two sizes,-0.0018090351913770863
257628,sweet  sticky,-0.0018090351913770863
207389,things ve seen,-0.0018090351913770863
131580,hungry drunk ,-0.0018090351913770863
238029,patio lovely ,-0.0018090351913770863
61142,star customer service,-0.0018090351913770863
181553,breakfast  although,-0.0018090351913770863
201926,decent choices ,-0.0018090351913770863
259956,creamy yummy ,-0.0018090351913770863
77036,keep mind re,-0.0018090351913770863
101128,appetizers good ,-0.0018090351913770863
238019, hostess needs,-0.0018090351913770863
162821,shirts shorts ,-0.0018090351913770863
231455,feel different ,-0.0018090351913770863
131533, one available,-0.0018090351913770863
141491,th floor overlooked,-0.0018090351913770863
178893,server seemed disappear,-0.0018090351913770863
219654,make flight time,-0.0018090351913770863
187422, love leftovers,-0.0018090351913770863
105491,terrible  really,-0.0018090351913770863
77052,letting know ,-0.0018090351913770863
44980,pepperoni sausage pizza,-0.0018090351913770863
44961, wasn expected,-0.0018090351913770863
187608,think pricey ,-0.0018090351913770863
259952,even though every,-0.0018090351913770863
216679,ordered earl cobb,-0.0018090351913770863
187614,expected  chicken,-0.0018090351913770863
238128,waitress perfectly timed,-0.0018090351913770863
45298, waitstaff ,-0.0018090351913770863
259271,made sure room,-0.0018090351913770863
257613,brown delicious ,-0.0018090351913770863
45271,huge living room,-0.0018090351913770863
162670,high  staff,-0.0018090351913770863
247337, country pork,-0.0018090351913770863
238095,last trip stayed,-0.0018090351913770863
215350,waiting additional ,-0.0018090351913770863
251363,crab egg benedict,-0.0018090351913770863
83520, time however,-0.0018090351913770863
187677,plain view ,-0.0018090351913770863
111929, amazing dishes,-0.0018090351913770863
178655,go buffet food,-0.0018090351913770863
218047,time worst ,-0.0018090351913770863
162724, nicely fried,-0.0018090351913770863
201899,waste time energy,-0.0018090351913770863
207401,crystals shopping mall,-0.0018090351913770863
259990,kitchen  waitress,-0.0018090351913770863
207390,little earlier beat,-0.0018090351913770863
166128,baggage claim also,-0.0018090351913770863
125760, compare bellagio,-0.0018090351913770863
162735,huge fan pizza,-0.0018090351913770863
111838,ice cream crepes,-0.0018090351913770863
207155, hand towels,-0.0018090351913770863
127594,come late lunch,-0.0018090351913770863
233540, lobster frittata,-0.0018090351913770863
65272, wanted little,-0.0018090351913770863
77230,old album covers,-0.0018090351913770863
154013, unforgettable experience,-0.0018090351913770863
237839,around noon line,-0.0018090351913770863
141625, waiter definitely,-0.0018090351913770863
141626, simple meal,-0.0018090351913770863
167490,space sit eat,-0.0018090351913770863
101524,server also friendly,-0.0018090351913770863
83080,tasted watered ,-0.0018090351913770863
101553,charcuterie station ,-0.0018090351913770863
125952, stars pool,-0.0018090351913770863
216661,dessert  least,-0.0018090351913770863
219466,flavorful  probably,-0.0018090351913770863
237833,able taste anything,-0.0018090351913770863
207191,mgm grand since,-0.0018090351913770863
179174,prices  drinks,-0.0018090351913770863
98342,fine  pretty,-0.0018090351913770863
153985,bathrooms outside restaurant,-0.0018090351913770863
62868,monorail stop ,-0.0018090351913770863
44643,came took drink,-0.0018090351913770863
259920,place ll keep,-0.0018090351913770863
259918,big salad bar,-0.0018090351913770863
101651,pleasant service ,-0.0018090351913770863
66538,wouldn return ,-0.0018090351913770863
259937,pit boss came,-0.0018090351913770863
154017,checked us super,-0.0018090351913770863
231643,check back see,-0.0018090351913770863
125826,buffets  every,-0.0018090351913770863
219610,nice variety foods,-0.0018090351913770863
202030,leave feeling sick,-0.0018090351913770863
145072,cold  server,-0.0018090351913770863
162897,lots great things,-0.0018090351913770863
234200,ask better service,-0.0018090351913770863
125848,friends wanted come,-0.0018090351913770863
181037,  millionaire,-0.0018090351913770863
125857,ask new room,-0.0018090351913770863
105441,classic roast beef,-0.0018090351913770863
66690,cream cake ,-0.0018090351913770863
154021,egg delicious ,-0.0018090351913770863
111605,suite perfect ,-0.0018090351913770863
125878, ordered pancake,-0.0018090351913770863
184190,asked get us,-0.0018090351913770863
237918,since re paying,-0.0018090351913770863
202158,berry pancake ,-0.0018090351913770863
207250, good needed,-0.0018090351913770863
101437,ice cream toppings,-0.0018090351913770863
101438,time one buffet,-0.0018090351913770863
184192,upon walking room,-0.0018090351913770863
207222,options bacchanal ,-0.0018090351913770863
145032,amazing  scallops,-0.0018090351913770863
250228, coffee flavor,-0.0018090351913770863
77641,beer  champagne,-0.0018090351913770863
215755,say really disappointed,-0.0018090351913770863
206794,overpriced  go,-0.0018090351913770863
163980,chocolate  tasty,-0.0018090351913770863
236767,middle shift change,-0.0018090351913770863
153472,home  fried,-0.0018090351913770863
81825,old fashioned ice,-0.0018090351913770863
206124, breakfasts ,-0.0018090351913770863
62552,probably return ,-0.0018090351913770863
185374,traveling w ,-0.0018090351913770863
126962,salad fries ,-0.0018090351913770863
250467,vegas  weird,-0.0018090351913770863
103707,service lousy ,-0.0018090351913770863
164017, definitely spicy,-0.0018090351913770863
166696,although  may,-0.0018090351913770863
129982,got great room,-0.0018090351913770863
233094,get online ,-0.0018090351913770863
216103, hotel swanky,-0.0018090351913770863
185266,buffet ceasars palace,-0.0018090351913770863
185243,unfortunately remember name,-0.0018090351913770863
104970,separate rooms ,-0.0018090351913770863
144386, clean inviting,-0.0018090351913770863
103799, thanksgiving dinner,-0.0018090351913770863
259461,servers  friendly,-0.0018090351913770863
78283,last two trips,-0.0018090351913770863
153214, ny location,-0.0018090351913770863
236155,housekeeping excellent job,-0.0018090351913770863
180622,options  disappointed,-0.0018090351913770863
144437,tons ice cream,-0.0018090351913770863
203227,ago still remember,-0.0018090351913770863
180316,buffets  might,-0.0018090351913770863
62485,best thing ordered,-0.0018090351913770863
163869,food  noticed,-0.0018090351913770863
163877,co worker got,-0.0018090351913770863
130142, waitstaff excellent,-0.0018090351913770863
103466,end great meal,-0.0018090351913770863
103475, personally ordered,-0.0018090351913770863
250571,disgusting  place,-0.0018090351913770863
129646,nice  worth,-0.0018090351913770863
153372,stay somewhere nice,-0.0018090351913770863
232993,first  charge,-0.0018090351913770863
103544, think pizza,-0.0018090351913770863
81908,avocado chipotle ,-0.0018090351913770863
78161,wait line least,-0.0018090351913770863
180422,must stop spot,-0.0018090351913770863
259522,salmon kale salad,-0.0018090351913770863
78181,good  friendly,-0.0018090351913770863
62492,server pleasant ,-0.0018090351913770863
130081,organized  even,-0.0018090351913770863
185471,past  always,-0.0018090351913770863
203218,  noticeably,-0.0018090351913770863
203711,order green beans,-0.0018090351913770863
109723,upgraded wrap around,-0.0018090351913770863
104998,generously  ,-0.0018090351913770863
185593,centrally located middle,-0.0018090351913770863
103856,first want say,-0.0018090351913770863
185177,guest services said,-0.0018090351913770863
184965,cauliflower purée ,-0.0018090351913770863
78796, eyes always,-0.0018090351913770863
203388,fries steak fries,-0.0018090351913770863
233453,ve gone several,-0.0018090351913770863
233454,server  running,-0.0018090351913770863
109014, plenty signs,-0.0018090351913770863
127185,nice enough take,-0.0018090351913770863
259373, forget burgers,-0.0018090351913770863
78480,smoked beef tartar,-0.0018090351913770863
259369, mean amount,-0.0018090351913770863
78482, already decided,-0.0018090351913770863
203643,reservation able get,-0.0018090351913770863
180899,prime rib lobster,-0.0018090351913770863
184919,called asked ,-0.0018090351913770863
144207,benedict  egg,-0.0018090351913770863
218507, instead sat,-0.0018090351913770863
81598,five artisanal cheeses,-0.0018090351913770863
233479,pizza  truly,-0.0018090351913770863
180936, walking one,-0.0018090351913770863
166418, one criticism,-0.0018090351913770863
151969,prime rib first,-0.0018090351913770863
81575,without getting full,-0.0018090351913770863
205916, older blonde,-0.0018090351913770863
258346,big winner ,-0.0018090351913770863
108659,clean  except,-0.0018090351913770863
259398,goat cheese fresh,-0.0018090351913770863
180779, weather right,-0.0018090351913770863
127041, definitely impressive,-0.0018090351913770863
236604,pudding  service,-0.0018090351913770863
62634,stay longer ,-0.0018090351913770863
129886,drinks tasty ,-0.0018090351913770863
164438, plates desserts,-0.0018090351913770863
233877,adjoining  ,-0.0018090351913770863
81294,sausage  sausage,-0.0018090351913770863
185120,vegas eat often,-0.0018090351913770863
233197,steak  nice,-0.0018090351913770863
218564,happened weekend ,-0.0018090351913770863
236584,exciting food ,-0.0018090351913770863
236577,bit everything try,-0.0018090351913770863
109424,however  past,-0.0018090351913770863
248285,real pleasure ,-0.0018090351913770863
65658,pizza joints ,-0.0018090351913770863
104053,go breakfast brunch,-0.0018090351913770863
164414,hotels  worth,-0.0018090351913770863
180702,find mgm grand,-0.0018090351913770863
233288,ever  perhaps,-0.0018090351913770863
218557,breakfast disappoint ,-0.0018090351913770863
236506,everyone  hotel,-0.0018090351913770863
65613, even vegan,-0.0018090351913770863
233324,wynn buffet huge,-0.0018090351913770863
144310,best sandwich las,-0.0018090351913770863
166823,burgers tasty ,-0.0018090351913770863
103344,pepper shrimp ,-0.0018090351913770863
81928,shepard pie ,-0.0018090351913770863
153161,worth  variety,-0.0018090351913770863
82298,chocolate awesome ,-0.0018090351913770863
82285, remember got,-0.0018090351913770863
218924,told us seat,-0.0018090351913770863
82268,get early check,-0.0018090351913770863
129251, hotel grounds,-0.0018090351913770863
78697,flavor  beef,-0.0018090351913770863
81151,foods  great,-0.0018090351913770863
77740,past saturday night,-0.0018090351913770863
237267,items  lots,-0.0018090351913770863
126551,ribeye  medium,-0.0018090351913770863
126562,incredible  well,-0.0018090351913770863
81154,name  remember,-0.0018090351913770863
142219,lunch time saturday,-0.0018090351913770863
82225, really craving,-0.0018090351913770863
234030, good flavorful,-0.0018090351913770863
181232,didn realize going,-0.0018090351913770863
62286,breast meat ,-0.0018090351913770863
105140,much time casino,-0.0018090351913770863
237235,charge us anything,-0.0018090351913770863
258068,first  walk,-0.0018090351913770863
